,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC10913797,AC10913797,990043685940603338,http://data.onb.ac.at/ABO/%2BZ167680105,Z167680105,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Neuer Welt=Bott, Oder Allerhand So Lehr= als Geist=reiche Briefe, Schrifften und Reis=Beschreibungen, Welche von denen Missionariis der Gesellschaft Jesu/ aus Jndien und andern über Meer gelegenen Ländern biß Anno 1731. in Europa angelangt seynd $ Verteutscht und zum ersten mal zusammen getragen Von Joseph Stöcklein, Rauraco e SJ.","Neunzehender Theil, ; Von Numero 411. biß Numero 422.",,Augspurg,Augsburg ; http://d-nb.info/gnd/4003614-5,Augsburg ; http://d-nb.info/gnd/4003614-5,Jm Verlag Philipps/ Martins/ und Joh. Veith seel. Erben/ Buchhändlern,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1732,1732,"6 ungezählte Seiten, 151 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,2°,1 Kupferstich-Karte. - Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt,"Zusammenstellung von 11 Briefen zu Missionen in China, Cayenne und Ägypten","Gesamttitelbl. für Bund 3: Des neuen Welt-Botts Tomus III. Vom Anfang des XVII. biß zum Ende des XXIV. Theils. Bestehet also gleich denen vorigen zwey Tomis, in 8 Theilen oder Büchern, samt einem allgemeinen alphabetischen Zeiger",,ger,fre $ lat,Enthält Expressionen von aus dem Französischen und Lateinischen übersetzten Werken $ In Fraktur,,"Sicard, Claude ; http://d-nb.info/gnd/104054700","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,,,,Briefsammlung,,,"Mission ; Jesuiten ; China ; Geschichte 1723-1727 ; Mission ; Jesuiten ; Cayenne ; Geschichte 1729 ; Mission ; Sicard, Claude ; Ägypten ; Geschichte 1722-1723 circa",TravelogueD18 Asien Afrika Südamerika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.3,4) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10913604,AC10913604,990043685370603338,http://data.onb.ac.at/ABO/%2BZ167679905,Z167679905,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Neuer Welt=Bott, Oder Allerhand So Lehr= als Geist=reiche Brieff, Schrifften und Reis=Beschreibungen Welche von denen Missionariis der Gesellschaft Jesu/ aus Beyden Jndien und andern weit=entferneten Ländern biß Anno 1730. in Europa angelangt: $ Jetzt aber zum erstenmal Theils aus Handschrifftlichen Urkunden/ theils aus andern Nachrichten verteutscht, verbessert, und in diese Gestalt seynd zusammen getragen worden Von Joseph Stöcklein, gedachter Societät Priestern",Sibenzehender Theil Von numero 378. biß numero 393.,,Augspurg,Augsburg ; http://d-nb.info/gnd/4003614-5,Augsburg ; http://d-nb.info/gnd/4003614-5,Jn Verlag Philipps/ Martins/ und Johann Veith seel. Erben/ Buchhändlern,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1732,1732,"15 ungezählte Seiten, 126 Seiten, 1 ungezählte Seite, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,2°,Die Illustration ist 1 Kupferstich-Illustration als Frontispiz zum Gesamttitelblatt für den Dritten Band. - Gesamttitelblatt zu Band 3 in Rot- und Schwarzdruck ; Holzschnitt-Vignetten ; Initialen ; Zierleisten ; Text zweispaltig gedruckt,"Bibliografischer Nachweis: De Backer / Sommervogel. - Zusammenstellung von Briefen zu Missionen auf der Krim, dem Nahen Osten, China, Schweden, Südamerika und den Azoren, sowie Auszüge aus einer Reisebeschreibung des Philipp Avril","Gesamttitelblatt für Band 3: Des neuen Welt-Botts Tomus III. Vom Anfang des XVII. biß zum Ende des XXIV. Theils. Bestehet also/ gleich denen vorigen zwey Tomis. in 8. Theilen oder Büchern, samt einem allgemeinen Alphabetischen Zeiger.",Ex. UBG enth.: Anhang zum 20. Teil,ger,fre,Enthält Expression von einem aus dem Französischen übersetzten Werk,,"Stephán, ... $ Nacchi, ... $ Avril, Philippe ; http://d-nb.info/gnd/100420273","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,,,,,Reisebericht $ Briefsammlung,,"Avril, Philippe : Voyage en divers etats d'Europe et d'Asie, entrepris pour découvrir un nouveau chemin à la Chine","Mission ; Jesuiten ; Krim ; Naher Osten ; China ; Schweden ; Anatolien ; Geschichte 1727-1728 circa ; Südamerika ; Azoren ; Reise ; Geschichte 1686- circa ; Avril, Philippe ; Russland ; Krim ; Iran ; Kurdistan ; China ; Konstantinopel ; Polen ; Osmanisches Reich",TravelogueD18 Asien Europa Südamerika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.3,2) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10914575,AC10914575,990043687320603338,http://data.onb.ac.at/ABO/%2BZ167680403,Z167680403,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Neuer Welt=Bott/ Oder Allerhand So Lehr= als Geist=reiche Nachrichten aus Türckey Deß Hoch=Edelgebohrnen Herrn De La Croix, Weiland Königlich=Frantzösischen Bottschaffts=Secretarii und Zwischen=Gesandtens am Türckischen Hof. $ Beschreibung deß gegenwärtigen Zustands Der Griech=Armen= und Maronitischen so wohl Kirchen als Dienstbarkeit in der Türckey. Schrifftlich verfasset Anno 1691. gedruckt zu Pariß 1695. und abermal aufgelegt im Jahr 1715. $ Jetzt zum erstenmal verteutscht, und vielfältig verbessert Von P. Josepho Stöcklein/ Societatis Jesu Priestern",Drey= und vier und zwantzigster Theil von numero 454. biß numero 520,,Augspurg,Augsburg ; http://d-nb.info/gnd/4003614-5,Augsburg ; http://d-nb.info/gnd/4003614-5,Jn Verlag Philipps/ Martins/ und Joh. Veith seel. Erben/ Buchhändlern,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1735,1735,243 Seiten,,,,2°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt,"Enthält Auszüge aus ""État présent des nations et églises Grèque, Arménienne, et Maronite en Turquie"" des François Pétis de la Croix; Auszüge aus Berichten des Martin Gottscheer von Mission in Schweden und dessen Biographie","Gesamttitelblatt für Band 3: Des neuen Welt-Botts Tomus III. Vom Anfang des XVII. biß zum Ende des XXIV. Theils. Bestehet also gleich denen vorigen zwey Tomis, in 8 Theilen oder Büchern, samt einem allgemeinen alphabetischen Zeiger",,ger,fre,Enthält Expression von aus dem Französischen übersetzten Werk $ In Fraktur,,"Pétis de la Croix, François ; http://d-nb.info/gnd/117702269 $ Gottscheer, Martinus","Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,"Guilleragues, Gabriel Joseph de Lavergne <<de>> ; http://d-nb.info/gnd/118719378","Gottscheer, Martinus",,,,Reisebericht $ Biografie,,"Pétis de la Croix, François : État présent des nations et églises Grèque, Arménienne, et Maronite en Turquie","Mission ; Jesuiten ; Schweden ; Biografie ; Gottscheer, Martinus ; Geschichte 1648-1731 ; Osmanisches Reich ; Geschichte 1. Hälfte 18. Jahrhundert",TravelogueD18 Asien Europa $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.4,2) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC10914557,AC10914557,990043687300603338,http://data.onb.ac.at/ABO/%2BZ167680300,Z167680300,,"Allerhand So Lehr- als Geist-reiche Brief, Schrifften und Reis-Beschreibungen, welche von denen Missionariis der Gesellschaft Jesu aus beyden Indien, und andern über Meer gelegenen Ländern ... angelangt seynd",,"Neuer Welt=Bott/ das ist: Allerhand so Lehr= als Geist=reiche Brief/ Schrifften und Reis=Beschreibungen/ Welche von denen Missionariis der Gesellschaft Jesu Aus Beyden Jndien/ Und Anderen weit=entferneten Ländern/ biß Anno 1731. in Europa angelangt seynd $ Jetzt zum erstenmahl in Teutscher Sprach heraus gegeben von P. Joseph Stöcklein Rauraco, der Gesellschaft Jesu Priestern",Ein= und Zwey und zwantzigster Theil/ ; von Numero 429. biß Num. 453.,,Augspurg und Gräz,Augsburg ; http://d-nb.info/gnd/4003614-5 $ Graz ; http://d-nb.info/gnd/4021912-4,Augsburg ; http://d-nb.info/gnd/4003614-5,Verlegts Philipp/ Martin/ und Johann Veiths seel. Erben,Veith ; http://d-nb.info/gnd/1090691254,Veith ; http://d-nb.info/gnd/1090691254,1736,1736,"10 ungezählte Seiten, 146 Seiten",,,,2°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten ; Zierleisten ; Initialen ; Text zweispaltig gedruckt,"Zusammenstellung von Briefen zu Missionen in China, aus Syrien, Südamerika","Gesamttitelblatt für Band 3: Des neuen Welt-Botts Tomus III. Vom Anfang des XVII. biß zum Ende des XXIV. Theils. Bestehet also gleich denen vorigen zwey Tomis, in 8 Theilen oder Büchern, samt einem allgemeinen alphabetischen Zeiger",,ger,mul,Enthält Expressionen von aus verschiedenen Sprachen übersetzten Werken $ In Fraktur,,"Stöcklein, Joseph ; http://d-nb.info/gnd/133740145",,,"Fromage, Pierre ; http://d-nb.info/gnd/1026899109",,,,,Briefsammlung,,,"Mission ; Jesuiten ; China ; Geschichte 1723-1731 circa ; Mission ; Syrien ; Fromage, Pierre ; Geschichte 1730 ; Mission ; Jesuiten ; Südamerika ; Geschichte 1696-1731",TravelogueD18 Asien Südamerika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,"79.Bb.89.(Vol.4,1) PRUNK $ 79.Bb.89 UNASSIGNED",ZALT $ ZALT,
AC09731407,AC09731407,990028847610603338,http://data.onb.ac.at/ABO/%2BZ97797606,Z97797606,,,Sammlung neuer und merkwürdiger Reisen zu Wasser und zu Lande ; Dritter Theil,"Reisen nach Peru, Acadien und Egypten, $ worin die Merkwürdigkeiten der Natur und Kunst in diesen Ländern, nebst den Sitten und Gewohnheiten der Einwohner beschrieben werden, aus dem Französischen übersezt. Mit Kupfertafeln und Landkarten $ [Herausgegeben von Albrecht von Haller]",,,Göttingen,Göttingen ; http://d-nb.info/gnd/4021477-1,Göttingen ; http://d-nb.info/gnd/4021477-1,Verlegts Abram Vandenhoeks seel. Wittwe,"Universitäts-Buchhandlung ; http://d-nb.info/gnd/6145925-2 $ Vandenhoeck, Anna ; http://d-nb.info/gnd/118997955","Universitäts-Buchhandlung ; http://d-nb.info/gnd/6145925-2 $ Vandenhoeck, Anna ; http://d-nb.info/gnd/118997955",1751,1751,"32 ungezählte Seiten, 428 Seiten, 20 ungezählte Seiten, 2 ungezählte gefaltete Blätter",2 Karten,,2,8°,2 Kupferstich-Karten. - Holzschnitt-Vignetten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0158 ; 0352 ; 0516 ; Kainbacher, Erforschung Afrikas, S. 162 (Granger). - Herausgeber Albrecht von Haller bibliografisch ermittelt nach Bibliografie Reiseliteratur Eutin. - Zusammenstellung von Übersetzungen von 3 Reiseberichten","Blatt )(3a-)(5b: Vorrede des Übersetzers, Datum 20.04.1751. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt: Göttingen Verlegts Abram Vandenhoeks seel. Wittwe 1751. Mit Königl. Pohln. imnd chursfürstl. Sächsischem allgergnäd. Privilegio.","Signaturformel: )(8, )()(8, A-Z8, Aa-Ee8",ger,fre,Enthält Expressionen von aus dem Französischen übersetzten Werken $ In Fraktur,,"Bouguer, Pierre ; http://d-nb.info/gnd/117622974 $ Diéreville, N. <<de>> ; http://d-nb.info/gnd/133620522 $ Granger, Claude ; http://d-nb.info/gnd/132506297",,,,,,,,Reisebericht,,"Bouguer, Pierre : <<La>> Figure de la terre, déterminée par les observations de Messieurs Bouguer et de La Condamine ... envoyés ... au Pérou $ Diéreville, N. <<de>> : Relation du voyage du Port-Royal de l'Acadie, ou de la Nouvelle-France $ Granger, Claude : Relation du voyage fait en Égypte","Granger, Claude ; Ägypten ; Forschungsreise ; Geschichte 1730-1732 ; Osmanisches Reich ; Diéreville, N. <<de>> ; Kanada ; Forschungsreise ; Geschichte 1699 ; Bouguer, Pierre ; Peru ; Südamerika ; Forschungsreise ; Geschichte 1735-",TravelogueD18 Südamerika Nordamerika Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,251276-B.3 MAG $ 361.900-B.Kar- UNASSIGNED,ZFID $ ZKAR,
AC15246235,AC15246235,9958530479903338,http://data.onb.ac.at/ABO/%2BZ59476702,Z59476702,,Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge $ worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern $ [herausgegeben von Johann Friedrich Zückert]",Erster Band ; : Mit vielen nützlichen Kupfern,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,verlegts August Mylius,"August Mylius ; http://d-nb.info/gnd/5164056-9 $ Mylius, August ; http://d-nb.info/gnd/138422230",,1763,1763,"4 ungezählte Seiten, 472 Seiten, 4 ungezählte gefaltete Blätter Bildtafeln",4 Illustrationen,4,,8°,Die Illustrationen umfassen 4 Kupferstich-Illustrationen. - Holzschnitt-Vignetten und Initialen,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 0047 ; Chatzipanagioti-Sangmeister, 0831 (Pococke, Richard), 895 (Russel, Alexander), 1197 (Wood, Robert), 1028 (Shaw, Thomas). - Enthält 7 bearbeitete Auszüge aus Reiseberichten",Ungezählte Seite 3-4: Vorbericht,"Signaturformel: [2], A-Z8, Aa-Ff8, Gg4",ger,eng $ fre,Enthält Expressionen von aus dem Englischen und Französischen übersetzten Werken $ In Fraktur,,"Maundrell, Henry ; http://d-nb.info/gnd/132232928 $ Russell, Alexander ; http://d-nb.info/gnd/133337774 $ Hanway, Jonas ; http://d-nb.info/gnd/118839462 $ Drummond, Alexander $ Shaw, Thomas ; http://d-nb.info/gnd/11762537X $ Pococke, Richard ; http://d-nb.info/gnd/11768757X $ Wood, Robert ; http://d-nb.info/gnd/1031092218","Zückert, Johann Friedrich ; http://d-nb.info/gnd/121418855",,,,,,,Reisebericht,,"Maundrell, Henry : Journey from Aleppo to Jerusalem ; http://viaf.org/viaf/308565966 $ Russell, Alexander : <<The>> Natural history of Aleppo $ Drummond, Alexander : Travels through different cities of Germany, Italy, Greece, and several parts of Asia $ Shaw, Thomas : Travels or observations relating to several parts of Barbary and the Levant ; http://d-nb.info/gnd/1123307199 $ Hanway, Jonas : Historical account of the British trade over the Caspian Sea $ Pococke, Richard : <<A>> description of the East, and some other countries ; http://viaf.org/viaf/23146462712527772442 $ Wood, Robert : <<The>> Ruins of Palmyra, otherwise Tedmor, in the desart","Aleppo ; Topografie ; Geschichte 1740-1754 ; Reise ; Maundrell, Henry ; Naher Osten ; Jerusalem ; Geschichte 1697 ; Pococke, Richard ; Ägypten ; Naher Osten ; Reise ; Geschichte 1737-1739 ; Drummond, Alexander ; Naher Osten ; Anatolien ; Syrien ; Zypern ; Reise ; Geschichte 1744-1747 ; Hanway, Jonas ; Iran ; Kaspisches Meer ; Handelsreise ; Geschichte 1743 ; Osmanisches Reich ; Orient",TravelogueD18 Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,231592-B.1 MAG $ 231.592-B.Kar UNASSIGNED,ZKAR $ ZKAR,
AC15246250,AC15246250,9958530479703338,http://data.onb.ac.at/ABO/%2BZ59476805,Z59476805,,Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge $ worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern $ [herausgegeben von Johann Friedrich Zückert]",Zweyter Band ; : Mit vielen nützlichen Kupfern,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,verlegts August Mylius,"August Mylius ; http://d-nb.info/gnd/5164056-9 $ Mylius, August ; http://d-nb.info/gnd/138422230",,1764,1764,"2 ungezählte Seiten, 480 Seiten, 4 ungezählte gefaltete Blätter",4 Illustrationen,4,,8°,"Die Illustrationen sind 4 Kupferstichillustrationen. - Holzschnitt-Vignetten, Holzschnitt-Initialen","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1223, 1022, 1100, 0564 ; Bibliografie Reiseliteratur Eutin. - Der Reisebericht Hanways ""An Historical Account of the British Trade over the Caspian Sea"" ist stark bearbeitet und gekürzt. Die Werke Nordens und Pontoppidan wurden gekürzt und nur geringfügig bearbeitet (Auszüge, neue Expressionen)",,,ger,eng $ nor,Enthält Expressionen von aus dem Englischen und Norwegischen übersetzten Werken $ In Fraktur,,"Hanway, Jonas ; http://d-nb.info/gnd/118839462 $ Norden, Frederik Ludvig ; http://d-nb.info/gnd/119223236 $ Pontoppidan, Erik ; http://d-nb.info/gnd/100208746","Zückert, Johann Friedrich ; http://d-nb.info/gnd/121418855",,,,"Kauke, Friedrich Johann ; http://d-nb.info/gnd/132374412",,,Reisebericht $ Aufsatzsammlung,,"Hanway, Jonas : Historical account of the British trade over the Caspian Sea $ Norden, Frederik Ludvig : Voyage d'Égypte et de Nubie $ Pontoppidan, Erik : <<Det>> første forsøg paa Norges naturlige historie","Hanway, Jonas ; Russland ; Iran ; Reise ; Geschichte 1742-1750 ; Norwegen ; Natur ; Landeskunde ; Norden, Frederik Ludvig ; Ägypten ; Nordafrika ; Reise ; Geschichte 1737-1738 ; Osmanisches Reich",TravelogueD18 Europa Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,231592-B.2 MAG $ 231.592-B.Kar UNASSIGNED,ZKAR $ ZKAR,
AC02499043,AC02499043,9958530479603338,http://data.onb.ac.at/ABO/%2BZ59476908,Z59476908,,Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge $ worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern $ [herausgegeben von Johann Friedrich Zückert]",Dritter Band ; : Mit vielen nützlichen Kupfern,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,verlegts August Mylius,"August Mylius ; http://d-nb.info/gnd/5164056-9 $ Mylius, August ; http://d-nb.info/gnd/138422230",,1765,1765,"6 ungezählte Seiten, 532 Seiten, 9 ungezählte Blätter Bildtafeln",9 Illustrationen,9,,8°,Die Illustrationen umfassen 9 Kupferstich-Illustrationen. - Holzschnitt-Vignetten auf dem Titelblatt und im Text,"Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1223 ; Bibliografie Reiseliteratur Eutin. - Enthält 4 bearbeitete Reiseberichte (Auszüge)","Ungezählte Seite 3-4: Vorbericht, Datum Berlin 13.03.1765",,ger,fre $ ita $ ger,Aus dem Englischen übersetzt. Enthält Expressionen von aus dem aus dem Italienischen und Französischen übersetzten Werken $ In Fraktur,,"Uffenbach, Zacharias Konrad <<von>> ; http://d-nb.info/gnd/118803107 $ Polo, Marco ; http://d-nb.info/gnd/118595563 $ Arvieux, Laurent <<d'>> ; http://d-nb.info/gnd/118848224 $ Thevenot, Jean <<de>> ; http://d-nb.info/gnd/121201708","Zückert, Johann Friedrich ; http://d-nb.info/gnd/121418855",,,,"Glassbach, Christian Benjamin ; http://d-nb.info/gnd/123429811",,,Reisebericht,,"Uffenbach, Zacharias Konrad <<von>> : Reisen durch Niedersachsen, Holland und England $ Polo, Marco : <<Il>> Milione ; http://d-nb.info/gnd/4284152-5 $ Arvieux, Laurent <<d'>> : Mémoires du chevalier d'Arvieux ; http://d-nb.info/gnd/1115522426 $ Thevenot, Jean <<de>> : Relation d'un voyage fait au Levant","Uffenbach, Zacharias Konrad <<von>> ; Deutschland ; Holland ; England ; Reise ; Geschichte 1709-1711 ; Arvieux, Laurent <<d'>> ; Türkei ; Naher Osten ; Ägypten ; Reise ; Geschichte 1653-1665 circa ; Polo, Marco ; Ostasien ; China ; Reise ; Thevenot, Jean <<de>> ; Mittelmeer ; Naher Osten ; Türkei ; Reise ; Geschichte 1655-1656 ; Osmanisches Reich",TravelogueD18 Europa Asien Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,231592-B.3 MAG $ 231.592-B.Kar UNASSIGNED,ZKAR $ ZKAR,
AC13069040,AC13069040,9958530479503338,,,,Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge $ worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern $ [herausgegeben von Johann Friedrich Zückert]",Vierter Band,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,verlegts August Mylius,"August Mylius ; http://d-nb.info/gnd/5164056-9 $ Mylius, August ; http://d-nb.info/gnd/138422230",,1766,1766,"2 ungezählte Seiten, 414 Seiten, 4 ungezählte gefaltete Blätter Bildtafeln",4 Illustrationen,4,,8°,Die Illustrationen sind 4 Kupferstichillustrationen. - Holzschnitt-Vignetten ; Holzschnitt-Initialen,"Signaturformel: [1], A-Z8, Aa5, Bb-Cc8, Dd2",,,ger,fre,Enthält Expression von aus dem Französischen übersetztem Werk $ In Fraktur,,,"Zückert, Johann Friedrich ; http://d-nb.info/gnd/121418855",,,,,,,Reisebericht,,"Arvieux, Laurent <<d'>> : Mémoires du chevalier d'Arvieux ; http://d-nb.info/gnd/1115522426 $  : Nouveaux Memoires ou Observations sur l'Italie et les Italiens par deux Gentilhommes Suédois $  : Lettres de Madame du Bocage su l'Italie","Reise ; Italien ; Reise ; Arvieux, Laurent <<d'>> ; Naher Osten ; Palästina ; Arabien ; Geschichte 1660-1666 (circa) ; Reise ; Arvieux, Laurent <<d'>> ; Nordafrika ; Tunis ; Algier ; Geschichte 1674-1675 ; Orient",TravelogueD18 Europa Asien Afrika $ TravelogueD18 Orient,,231592-B.4 MAG $ 231.592-B.Kar UNASSIGNED,ZKAR $ ZKAR,
AC13069505,AC13069505,9958532480003338,,,,Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge,,"Sammlung der besten und neuesten Reisebeschreibungen in einem ausführlichen Auszuge $ worinnen eine genaue Nachricht von der Religion, Regierungsverfassung, Handlung, Sitten, natürlichen Geschichte und andern merkwürdigen Dingen verschiedner Länder und Völker gegeben wird ; Aus dem Engländischen übersetzt ; Mit vielen nützlichen Kupfern $ [herausgegeben von Johann Friedrich Zückert]",Siebzehnter Band ; : Mit vielen nützlichen Kupfern,,Berlin,Berlin ; http://d-nb.info/gnd/4005728-8,,verlegts August Mylius,"August Mylius ; http://d-nb.info/gnd/5164056-9 $ Mylius, August ; http://d-nb.info/gnd/138422230",,1777,1777,"435 Seiten, 2 ungezählte gefaltete Blätter","1 Illustration, 1 Karte",1,1,8°,"Die Illustrationen umfassen 1 Kupferstich-Illustration als Frontispiz und 1 Kupferstich-Karte. - Titel-Vignette (Holzschn.), Holzschnitt-Vignetten","Bibliografischer Nachweis: BVB ; Griep, Reiseliteratur und Geographica (Reihe) ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0767 (Niebuhr, Carsten). - Enthält zwei Auszüge von Reiseberichten",,,ger,eng $ ger,Enthält Expression von aus dem Englischen übersetzten Werk $ In Fraktur,,"Niebuhr, Carsten ; http://d-nb.info/gnd/118734784 $ Ives, Edward ; http://d-nb.info/gnd/1013587103","Zückert, Johann Friedrich",,,,"Glassbach, Christian Benjamin ; http://d-nb.info/gnd/123429811",,,Reisebericht,,"Niebuhr, Carsten : Reisebeschreibung nach Arabien und andern umliegenden Ländern ; http://viaf.org/viaf/9334147270626435700006 $ Ives, Edward : <<A>> Voyage from England to India","Reise ; Ives, Edward ; Indien ; Iran ; Geschichte 1755-1757 ; Forschungsreise ; Arabien ; Naher Osten ; Geschichte 1761-1767 ; Niebuhr, Carsten ; Orient",TravelogueD18 Asien $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,231592-B.17 MAG $ 231.592-B.Kar UNASSIGNED,ZKAR $ ZKAR,
