,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC05620018,AC05620018,9958541672803338,,,"Urquhart, David ; http://d-nb.info/gnd/11924361X","Spirit of the East, a journal of travels through Roumeli ; 1839",Reisen und Länderbeschreibungen der älteren und neuesten Zeit ; Achtzehnte Lieferung,"<<Der>> Geist des Orients $ erläutert in einem Tagebuche über Reisen durch Rumili während einer ereignißreichen Zeit $ Von D. Urquhart, Esq. Verfasser der Schriften: ""die Türkei und ihre Hülfsquellen"" - ""England, Frankreich, Rußland und die Türkei"" u.s.w. Aus dem Englischen übersetzt von F. Georg Buck, d. R. Dr. in Hamburg",Zweiter Band,,Stuttgart und Tübingen,Stuttgart ; http://d-nb.info/gnd/4058282-6 $ Tübingen ; http://d-nb.info/gnd/4061147-4,Stuttgart ; http://d-nb.info/gnd/4058282-6,Druck und Verlag der J. G. Cotta'schen Buchhandlung,J. G. Cotta'sche Buchhandlung ; http://d-nb.info/gnd/5056474-2,J. G. Cotta'sche Buchhandlung ; http://d-nb.info/gnd/5056474-2,1839,1839,"VI, 296 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 112 ; Bibliografischer Nachweis: Weber, Voyages and Travels (1952), 288",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,,"Buck, F. Georg",,,,,,Reisebericht,,,Reise ; Griechenland ; Osmanisches Reich ; Rumelien ; Geschichte 1830-,TravelogueD19 Europa $ TravelogueD19 Orient,,393870-B.18 MAG,ZKAR,
AC05620000,AC05620000,9958541672403338,http://data.onb.ac.at/ABO/%2BZ255417905,Z255417905,"Stieglitz, Heinrich Wilhelm August ; http://d-nb.info/gnd/119396289",<<Ein>> Besuch auf Montenegro,Reisen und Länderbeschreibungen der älteren und neuesten Zeit ; Einundzwanzigste Lieferung,<<Ein>> Besuch auf Montenegro $ Von Heinrich Stieglitz,,,Stuttgart und Tübingen,Stuttgart ; http://d-nb.info/gnd/4058282-6 $ Tübingen ; http://d-nb.info/gnd/4061147-4,Stuttgart ; http://d-nb.info/gnd/4058282-6,J. G. Cotta'scher Verlag,J. G. Cotta'sche Buchhandlung ; http://d-nb.info/gnd/5056474-2,J. G. Cotta'sche Buchhandlung ; http://d-nb.info/gnd/5056474-2,1841,1841,"LIV, 152 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,"Bibliografischer Nachweis: Engelmann, 112 ; Bibliografie Reiseliteratur Eutin","Seite [III]-[VI]: Widmungsvorrede des Verfassers an Friedrich Jacobs, Datum Venedig 09.09.1840",,ger,,In Fraktur,,,,,,,,"Stieglitz, Heinrich Wilhelm August ; http://d-nb.info/gnd/119396289","Jacobs, Friedrich ; http://d-nb.info/gnd/117039144 $ Jacobs, Friedrich ; http://d-nb.info/gnd/117039144",Reisebericht,,,Reise ; Montenegro ; Geschichte 1836-1838,TravelogueD19 Europa $ TravelogueD19 Orient,,393870-B.21 MAG,ZKAR,
AC05619998,AC05619998,9958541672303338,,,,Acht Wochen in Syrien,Reisen und Länderbeschreibungen der älteren und neuesten Zeit ; Zweiundzwanzigste Lieferung,Acht Wochen in Syrien $ ein Beitrag zur Geschichte des Feldzuges 1840,,,Stuttgart und Tübingen,Stuttgart ; http://d-nb.info/gnd/4058282-6 $ Tübingen ; http://d-nb.info/gnd/4061147-4,Stuttgart ; http://d-nb.info/gnd/4058282-6,Verlag der J. G. Cotta'schen Buchhandlung,J. G. Cotta'sche Buchhandlung ; http://d-nb.info/gnd/5056474-2,J. G. Cotta'sche Buchhandlung ; http://d-nb.info/gnd/5056474-2,1841,1841,"VI, 236 Seiten, 1 ungezähltes gefaltetes Blatt Karte",1 Karte,,1,8°,1 Kupferstich-Karte,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 112. - Anonym erschienen",,,ger,,In Fraktur,,,,,,,"Lithographische Anstalt J. Schwegerle, Augsburg",,,Reisebericht,,,Reise ; Syrien ; Geschichte 1840 ; Osmanisches Reich ; Orient,TravelogueD19 Asien $ TravelogueD19 Orient,,393870-B.22 MAG,ZKAR,
AC15248089,AC15248089,9958530779503338,,,,Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde,,"Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde $ Ein Buch für gebildete Leser, für Lehrende und Lernende in allen Ständen. Mit Kupfern und Karten",Dritter Band,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bei C. Salfeld,"C. Salfeld ; http://d-nb.info/gnd/1128827271 $ Salfeld, C. ; http://d-nb.info/gnd/1050327780",,1810,1810,"4 ungezählte Seiten, 364, 16 Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,8°,"Die Illustrationen sind 1 Illustration in Radierung als Frontispiz (radiert von P. Leopold), 1 Kupferstich-Karte (""Die Stadt und Festung Cadiz"", gezeichnet und gestochen von C. Mare). - Einfache Zierleisten ; Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin,Enthält am Ende 16 Seiten Verlagsanzeige,,ger,,In Fraktur,,"Reimer, Heinrich $ Bourgoing, Jean François <<de>> ; http://d-nb.info/gnd/100052223 $ Forster, Georg ; http://d-nb.info/gnd/118534416 $ Saryčev, Gavriil A. ; http://d-nb.info/gnd/172353629 $ Torlitz, Johann Heinrich Anton ; http://d-nb.info/gnd/1157542603","Bratring, Friedrich Wilhelm August ; http://d-nb.info/gnd/116409398 $ Salfeld, C. ; http://d-nb.info/gnd/1050327780",,,,,,,Reisebericht,,"Forster, Georg : <<A>> journey from Bengal to England through the northern part of India, Kashmire, Afghanistan, and Persia and into Russia, by the Caspian sea $ Reimer, Heinrich : Reisen der russisch-kaiserlichen außerordentlichen Gesandtschaft an die Othomanische Pforte im Jahre 1793 $ Bourgoing, Jean François <<de>> : Tableau de l'Espagne moderne $ Saryčev, Gavriil A. : Putešestvie po Severo-vostočnoj časti Sibiri, Ledovitomumorju i Vostočnomu okeanu ; http://viaf.org/viaf/310395559 $ Torlitz, Johann Heinrich Anton : Reise durch Deutschland, die Schweiz und das nördliche Italien","Torlitz, Johann Heinrich Anton ; Deutschland ; Schweiz ; Oberitalien ; Reise ; Geschichte 1803 ; Saryčev, Gavriil A ; Sibirien ; Nordpolarmeer ; Forschungsreise ; Geschichte 1785-1792 ; Forster, Georg ; Indien ; Afghanistan ; Iran ; Russland ; Reise ; Geschichte 1782-1784 ; Gesandtschaft ; Russland ; Osmanisches Reich ; Konstantinopel ; Geschichte 1793 ; Bourgoing, Jean François <<de>> ; Spanien ; Cádiz ; Reise ; Siebenbürgen ; Reise ; Geschichte 1791",TravelogueD19 Europa Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,251908-B.3 MAG,ZFID,
AC15248127,AC15248127,9958530779403338,http://data.onb.ac.at/ABO/%2BZ116298902,Z116298902,,Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde,,"Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde $ Ein Buch für gebildete Leser, für Lehrende und Lernende in allen Ständen",Vierter Band,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bei C. Salfeld,"C. Salfeld ; http://d-nb.info/gnd/1128827271 $ Salfeld, C. ; http://d-nb.info/gnd/1050327780",,1811,1811,"6 ungezählte Seiten, 404 Seiten, 4 ungezählte gefaltete Blätter Bildtafeln",4 Illustrationen,4,,8°,Die Illustrationen sind 4 Kupferstich-Illustrationen (davon 2 koloriert). - Zierleisten ; Fußnoten,Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Enthält Auszüge aus 4 Reiseberichten (zum Teil in Übersetzungen),,,ger,fre $ dut,Enthält Expressionen von aus dem Französischen und Niederländischen übersetzten Werken $ In Fraktur,,"Denon, Vivant ; http://d-nb.info/gnd/118671499 $ Meerman, Johan ; http://d-nb.info/gnd/118993909 $ Reimer, Heinrich $ Sievers, Johann August Carl ; http://d-nb.info/gnd/122086104","Bratring, Friedrich Wilhelm August ; http://d-nb.info/gnd/116409398 $ Salfeld, C. ; http://d-nb.info/gnd/1050327780",,,,,,,Reisebericht,,"Denon, Vivant : Voyage dans la Basse et la Haute Egypte ; http://d-nb.info/gnd/4792980-7 $ Sievers, Johann August Carl : Briefe aus Sibirien an seine Lehrer, den königl. Grossbritannischen Hofapotheker Herrn Brande, den königl. Grosbritannischen Botaniker Herrn Erhardt, und den Bergscommissarius und Rathsapotheker Herrn Westrum","Meerman, Johan ; Skandinavien ; Russland ; Reise ; Geschichte 1797-1800 ; Denon, Vivant ; Ägypten ; Feldzug ; Reise ; Geschichte 1798 ; Sievers, Johann August Carl ; Sibirien ; Forschungsreise ; Geschichte 1790-1791",TravelogueD19 Afrika Europa $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,251908-B.4 MAG,ZFID,
AC15248142,AC15248142,9958530779303338,http://data.onb.ac.at/ABO/%2BZ116299001,Z116299001,,Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde,,"Allgemeine Reise=Encyklopädie  in Auszügen aus den größeren bisher erschienenen Reisewerken zur unterhaltenden Belehrung in der Länder= Völker= und Naturkunde $ ein Buch für gebildete Leser, für Lehrende und Lernende in allen Ständen. Mit Kupfern und Karten",Fünfter Band,,Leipzig,Leipzig ; http://d-nb.info/gnd/4035206-7,,bei C. Salfeld,"C. Salfeld ; http://d-nb.info/gnd/1128827271 $ Salfeld, C. ; http://d-nb.info/gnd/1050327780",,1811,1811,"4 ungezählte Seiten, 380 Seiten,  4 ungezählte gefaltete Blätter","3 Illustrationen, 1 Karte",3,1,8°,"Die Illustrationen sind 2 Kupferstich-Illustrationen, 1 Kupferstich-Plan (""Grundriss von St. Petersburg"") und 1 Kupferstich-Karte (""Das Königreich Alt=Mexico oder Neu=Spanien"", gestochen von Ludwig Schmidt). - Zierleisten ; Fußnoten",Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Enthält Auszüge aus Übersetzungen von 6 Reiseberichten,,,ger,fre $ ger $ dut,Enthält Expressionen von aus dem Französischen und Niederländischen übersetzten Werken $ In Fraktur,,"Denon, Vivant ; http://d-nb.info/gnd/118671499 $ Reimer, Heinrich <<von>> $ Frézier, Amédée François ; http://d-nb.info/gnd/117537373 $ Thiery de Menonville, Nicolas J... ; http://d-nb.info/gnd/117624845 $ Meerman, Johan ; http://d-nb.info/gnd/118993909","Bratring, Friedrich Wilhelm August ; http://d-nb.info/gnd/116409398 $ Salfeld, C. ; http://d-nb.info/gnd/1050327780",,"Euphrasén, Bengt Anders ; http://d-nb.info/gnd/141285850 $ Reimer, Heinrich",,,,,Reisebericht,,"Reimer, Heinrich <<von>> : Reise durch die Moldau und Wallachei nach Konstantinopel, mit der rußl. kaiserl. außerordentlichen Gesandtschaft, im Jahre 1793 $ Frézier, Amédée François : Relation du voyage de la mer du Sud aux côtes de Perou, et du Chili, fait pendant les années 1712, 1713 et 1714 $ Denon, Vivant : Voyage dans la Basse et la Haute Egypte ; http://d-nb.info/gnd/4792980-7 $ Euphrasén, Bengt Anders : Beskrifning öfver Svenska vestindiska Ön St. Barthelemi, samt Öarne St. Eustache och St. Christopher $ Meerman, Johan : Reise durch den Norden und Nordosten von Europa in den Jahren 1797 bis 1800 $ Thiery de Menonville, Nicolas J... : Traité de la culture du Nopal et de l'education de la Cochenille","Meerman, Johan ; Skandinavien ; Russland ; Reise ; Geschichte 1797-1800 ; Denon, Vivant ; Ägypten ; Feldzug ; Reise ; Geschichte 1798 ; Russland ; Konstantinopel ; Osmanisches Reich ; Gesandtschaft ; Geschichte 1793 ; Thiery de Menonville, Nicolas J... ; Kuba ; Mexiko ; Forschungsreise ; Geschichte 1777 ; Euphrasén, Bengt Anders ; Karibik ; Forschungsreise ; Geschichte 1788 ; Frézier, Amédée François ; Südamerika ; Forschungsreise ; Geschichte 1712-1714",TravelogueD19 Nordamerika Asien Europa Afrika Südamerika $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,251908-B.5 MAG,ZFID,
AC15247779,AC15247779,9958530678403338,http://data.onb.ac.at/ABO/%2BZ16744480X,Z16744480X,"Berggren, Jakob ; http://d-nb.info/gnd/136053106",Resor i Europa och Osterländerne ; 1826-1828,,Reisen in Europa und im Morgenlande $ von J. Berggren. Aus dem Schwedischen übersetzt von Dr.  F. H. Ungewitter,Erster Theil ; Mit einem Kupfer und einer Karte,,Leipzig und Darmstadt,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Darmstadt ; http://d-nb.info/gnd/4011077-1,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Darmstadt ; http://d-nb.info/gnd/4011077-1,Druck und Verlag von C. W. Leske,"Leske, Carl Wilhelm ; http://d-nb.info/gnd/100733417","Leske, Carl Wilhelm ; http://d-nb.info/gnd/100733417",[1828],1828,"IV, 396 Seiten, 1 ungezähltes Blatt Bildtafel, 1 ungezähltes gefaltetes Blatt Karte","1 Illustration, 1 Karte",1,1,8°,"Die Illustration ist 1 Kupferstichillustration als Frontispiz, 1 gestochene Karte. - Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 118. - Erscheinungsjahr bibliografisch ermittelt","Seite [III]-IV: Vorwort des Verfassers, Datum Stockholm 11.02.1826",,ger,swe,Aus dem Schwedischen übersetzt $ In Fraktur,,,,"Ungewitter, F. H. ; http://d-nb.info/gnd/1036276139",,,,,,Reisebericht,,,Reise ; Mitteleuropa ; Südosteuropa ; Konstantinopel ; Geschichte 1818-1820 ; Osmanisches Reich,TravelogueD19 Europa Asien $ TravelogueD19 Orient,,59.H.56.(Vol.1) PRUNK,ZALT,
AC15247786,AC15247786,9958530678303338,http://data.onb.ac.at/ABO/%2BZ167444902,Z167444902,"Berggren, Jakob ; http://d-nb.info/gnd/136053106",Resor i Europa och Osterländerne ; 1826-1828,,Reisen in Europa und im Morgenlande $ von J. Berggren. Aus dem Schwedischen übersetzt von Dr. F. H. Ungewitter,Zweiter Theil ; Mit dem Plan von Jerusalem und der Karte von Syrien,,Leipzig und Darmstadt,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Darmstadt ; http://d-nb.info/gnd/4011077-1,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Darmstadt ; http://d-nb.info/gnd/4011077-1,Druck und Verlag von C. W. Leske,"Leske, Carl Wilhelm ; http://d-nb.info/gnd/100733417","Leske, Carl Wilhelm ; http://d-nb.info/gnd/100733417",[1828],1828,"410 Seiten, 2 ungezählte gefaltete Blätter Karten",2 Karten,,2,8°,2 Kupferstich-Karten. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 118. - Erscheinungsjahr bibliografisch ermittelt",,,ger,swe,Aus dem Schwedischen übersetzt $ In Fraktur,,,,"Ungewitter, F. H. ; http://d-nb.info/gnd/1036276139",,,,,,Reisebericht,,,Reise ; Naher Osten ; Palästina ; Jerusalem ; Geschichte 1820-1821 ; Orient ; Osmanisches Reich,TravelogueD19 Asien $ TravelogueD19 Orient,,59.H.56.(Vol.2) PRUNK,ZALT,
AC15247789,AC15247789,9958530678203338,http://data.onb.ac.at/ABO/%2BZ167445001,Z167445001,"Berggren, Jakob ; http://d-nb.info/gnd/136053106",Resor i Europa och Osterländerne ; 1826-1828,,Reisen in Europa und im Morgenlande $ von J. Berggren. Aus dem Schwedischen übersetzt von Dr. F. H. Ungewitter,Dritter Theil,,Leipzig und Darmstadt,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Darmstadt ; http://d-nb.info/gnd/4011077-1,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Darmstadt ; http://d-nb.info/gnd/4011077-1,Druck und Verlag von Carl Wilhelm Leske,"Leske, Carl Wilhelm ; http://d-nb.info/gnd/100733417","Leske, Carl Wilhelm ; http://d-nb.info/gnd/100733417",1834,1834,"2 ungezählte Seiten, 244 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Engelmann, 118",,,ger,swe,Aus dem Schwedischen übersetzt $ In Fraktur,,,,"Ungewitter, F. H. ; http://d-nb.info/gnd/1036276139",,,,,,Reisebericht,,,Reise ; Naher Osten ; Jerusalem ; Hebron ; Konstantinopel ; Geschichte 1821-1822 ; Palästina ; Osmanisches Reich ; Orient,TravelogueD19 Asien Europa $ TravelogueD19 Orient,,59.H.56.(Vol.3) PRUNK,ZALT,
AC15244880,AC15244880,9958529662003338,http://data.onb.ac.at/ABO/%2BZ16648770X,Z16648770X,"Schultz, Stephan ; http://d-nb.info/gnd/118611410","Reise durch einen Theil von Vorderasien, Aegypten und besondern nach Syrien, vom Jahr 1752 bis 1756",,"<<M. Stephan Schulz, zwanzigjährigen reisenden Mitarbeiters bei dem Callenbergischen Jnstitut für Judenbekehrung, und dann Presiger bei St. Ulrich in Halle, auch Direktors von jenem Jnstitut>> Reise durch einen Theil von Vorderasien, Aegypten und besondern nach Syrien, vom Jahr 1752 bis 1756",,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Wolfgang Stahl,"Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919","Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919",1801,1801,"6 ungezählte Seiten, 354 Seiten, 1 ungezähltes mehrfach gefaltetes Blatt Karte",1 Karte,,1,8°,1 Kupferstich-Karte,Bibliografischer Nachweis: Bibliografie Reisebericht Eutin,"Ungezählte Seite 3-6: Vorrede des Herausgebers Heinrich Eberhard Gottlob Paulus, Datum Jena Ostermesse 1801",,ger,,In Fraktur,,,"Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,,,,Reisebericht,,,"Mission ; Schultz, Stephan ; Ägypten ; Syrien ; Geschichte 1752-1756 ; Naher Osten ; Konstantinopel ; Jerusalem ; Palästina ; Orient ; Osmanisches Reich",TravelogueD19 Afrika Asien $ TravelogueD19 Orient,,60.K.8.(Vol.6) PRUNK,ZALT,
AC15244882,AC15244882,9958529661903338,http://data.onb.ac.at/ABO/%2BZ166487802,Z166487802,"Schultz, Stephan ; http://d-nb.info/gnd/118611410","Reise durch einen Theil von Vorderasien, Aegypten und besondern nach Syrien, vom Jahr 1752 bis 1756",,"<<M. Stephan Schulz, zwanzigjährigen reisenden Mitarbeiters bei dem Callenbergischen Jnstitut für Judenbekehrung, und dann Presiger bei St. Ulrich in Halle, auch Direktors von jenem Jnstitut>> Reise durch einen Theil von Vorderasien, Aegypten und besondern nach Syrien, vom Jahr 1752 bis 1756. Fortsetzung",,,Jena,Jena ; http://d-nb.info/gnd/4028557-1,Jena ; http://d-nb.info/gnd/4028557-1,bey Wolfgang Stahl,"Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919","Stahl, Wolfgang ; http://d-nb.info/gnd/1037619919",1803,1803,"VI, 321 Seiten",,,,8°,Kein illustrierender Inhalt. - Fußnoten mit Anmerkungen und Literaturangaben,"Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin. - Die Abhandlung ""Historische Untersuchung von Persepolis"" ist eine Übersetzung des Anhanges zum 2. Teil des Reiseberichtes ""Voyage dans la Persie de l'Inde"" von Louis Mathieu Langlès","Seite [III]-VI: Vorwort des Herausgebers, Datum Jena Michaelismesse 1803",,ger,ger $ fre,Enthält Auszug von aus dem Französischen übersetztem Werk $ In Fraktur,,"Langlès, Louis Mathieu ; http://d-nb.info/gnd/116725087","Paulus, Heinrich Eberhard Gottlob ; http://d-nb.info/gnd/115368361",,,,,,,Reisebericht,"Historische Untersuchung über Persepolis nach verschiedenen arabischen, türkischen und persischen Manuscripten der Nationalbibliothek","Langlès, Louis Mathieu : Voyage dans la Persie de l'Inde","Schultz, Stephan ; Palästina ; Naher Osten ; Syrien ; Jerusalem ; Mission ; Geschichte 1752-1756 ; Orient ; Osmanisches Reich ; Persepolis ; Archäologie",TravelogueD19 Afrika Asien $ TravelogueD19 Orient,TravelogueD19 Zusammenstellung,60.K.8.(Vol.7) PRUNK,ZALT,
AC15227493,AC15227493,9958526872303338,http://data.onb.ac.at/ABO/%2BZ166069305,Z166069305,"Sonnini, Charles Sigisbert ; http://d-nb.info/gnd/117637858",Voyage dans la haute et basse Égypte ; 1799,,"<<C. S. Sonnini's, ehemaligen Offiziers und Jngenieurs des französischen Seewesens und Mitgliedes mehrerer gelehrten und litterarischen Gesellschaften,>> Reisen in Ober= und Niederägypten, $ auf Befehl der ehemligen Regierung in Frankreich unternommen. Nebst einem Auszuge aus des Bürger's Carl Norry, Mitgliedes der philotechnischen Gesellschaft, Bemerkungen über Aegypten. Aus dem Französischen. Mit Anmerkungen und einem Sachregister",Erster Theil ; Mit 6 Kupfern,,Leipzig und Gera,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Gera ; http://d-nb.info/gnd/4020295-1,,bei Wilh. Heinsius,"Heinsius, Wilhelm ; http://d-nb.info/gnd/116673451",,1800,1800,"XXIV, 453 Seiten, 2 ungezählte Seiten, 6 Blätter Bildtafeln",6 Illustrationen,6,,8°,Die Illustrationen sind 6 Kupferstichillustrationen (gestochen von Karl Traugott Riedel). - Fußnoten,"Bibliografischer Nachweis: Engelmann 169 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 1045 ; Hilmy II, 245","Seite [III]-XVIII: Vorbericht des Übersetzers Johann Adam Bergk, Datum Leipzig 05.10.1799",,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,,,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,"Riedel, Karl Traugott ; http://d-nb.info/gnd/103766316",,,Reisebericht,,,Ägypten ; Reise ; Geschichte 1777-1778 ; Osmanisches Reich ; Reise ; Geschichte 1777-1778,TravelogueD19 Afrika Europa $ TravelogueD19 Orient,,43.Y.2.(Vol.1) PRUNK,ZALT,
AC15227495,AC15227495,9958526872203338,http://data.onb.ac.at/ABO/%2BZ166069408,Z166069408,"Sonnini, Charles Sigisbert ; http://d-nb.info/gnd/117637858",Voyage dans la haute et basse Égypte ; 1799,,"<<C. S. Sonnini's, ehemaligen Offiziers und Jngenieurs des französischen Seewesens und Mitgliedes mehrerer gelehrten und literarischen Gesellschaften,>> Reisen in Ober= und Niederägypten, $ auf Befehl der ehemligen Regierung in Frankreich unternommen. Nebst einem Auszuge aus des Bürger's Carl Norry, Mitgliedes der philotechnischen Gesellschaft, Bemerkungen über Aegypten. Aus dem Französischen. Mit Anmerkungen und einem Sachregister",Zweiter  und lezter Theil ; Mit 7 Kupfern,,Leipzig und Gera,Leipzig ; http://d-nb.info/gnd/4035206-7 $ Gera ; http://d-nb.info/gnd/4020295-1,,bei Wilhelm Heinsius,"Heinsius, Wilhelm ; http://d-nb.info/gnd/116673451",,1800,1800,"XXXVIII, 534 Seiten, 2 ungezählte Seiten,  7 Blätter Bildtafeln",7 Illustrationen,7,,8°,Die Illustrationen umgfassen 7 Kupferstichillustrationen (gestochen von G. Vogel). - Fußnoten,"Bibliografischer Nachweis: Engelmann 169 ; Bibliografie Reiseliteratur Eutin ; Kainbacher, Erforschung Afrikas ; Chatzipanagioti-Sangmeister, 1045 ; Hilmy II, 245",Seite [III]-XXIV: Vorbericht des Übersetzers Johann Adam Bergk,,ger,fre,Aus dem Französischen übersetzt $ In Fraktur,,"Norry, Charles ; http://d-nb.info/gnd/1055596232",,"Bergk, Johann Adam ; http://d-nb.info/gnd/116132655",,,"Vogel, Georg ; http://d-nb.info/gnd/13235411X",,,Reisebericht,,"Norry, Charles : Relation de l'expédition d'Egypte",Ägypten ; Reise ; Geschichte 1777-1778 ; Osmanisches Reich ; Reise ; Geschichte 1777-1778,TravelogueD19 Afrika Europa $ TravelogueD19 Orient,,43.Y.2.(Vol.2) PRUNK,ZALT,
AC15203133,AC15203133,9958522677903338,http://data.onb.ac.at/ABO/%2BZ177329001,Z177329001,"Dodwell, Edward ; http://d-nb.info/gnd/118526170","Classische und topographische Reise durch Griechenland während der Jahre 1801, 1805 und 1806",,"Classische und topographische Reise durch Griechenland während der Jahre 1801, 1805 und 1806 $ in zwei Bänden $ von Eduard Dodwell Esq. übersetzt und mit Anmerkungen herausgegeben von Dr. F. K. L. Sickler",Des ersten Bandes erste Abtheilung,,Meiningen,Meiningen ; http://d-nb.info/gnd/4038453-6,Meiningen ; http://d-nb.info/gnd/4038453-6,Keyßnerische Hofbuchhandlung,Keyßner'sche Hofbuchdruckerei ; http://d-nb.info/gnd/1047949350,Keyßner'sche Hofbuchdruckerei ; http://d-nb.info/gnd/1047949350,1821,1821,"VIII, 298 Seiten, 4 ungezählte Seiten, I gefaltetes Blatt Bildtafel",1 Illustration,1,,8°,1 Illustration,"Bibliografischer Nachweis: Engelmann 536 ; Bibliografie Reiseliteratur Eutin ; Weber, Voyages and Travels (1952), 063","Signaturformel: *4, A-S8, T4, U1. - Seite [V]-VIII: Vorwort des Herausgebers, Datum 23.04.1821. - Literaturangaben",,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,,,"Sickler, Friedrich ; http://d-nb.info/gnd/118809539",,,,,,Reisebericht,,,Griechenland ; Reise ; Geschichte 1801-1806,TravelogueD19 Europa $ TravelogueD19 Orient,,"44.Y.18.(Vol.1,1) PRUNK",ZALT,
